Frame Rate:,29.9700000915
Frame Number,Timecode,content_val,delta_hue,delta_lum,delta_sat
1710,00:00:57.057,6.4688912289939005,7.955410030275108,3.249177306831644,8.20208634987495
1711,00:00:57.090,6.980189548505989,8.65999736738186,3.2617151507173885,9.018856127418719
1712,00:00:57.124,6.1876837348075995,7.693003817296301,2.930235619323417,7.93981176780308
1713,00:00:57.157,11.84361151331666,16.320718704751876,5.849940766091878,13.360175069106226
1714,00:00:57.191,10.531130709490588,15.551138607345004,4.6822100829274715,11.36004343819929
1715,00:00:57.224,6.953775613180642,8.9186850072397,3.1876398578386205,8.755001974463603
1716,00:00:57.257,6.770611206177876,8.644102935369224,3.2950177701724366,8.37271291299197
1717,00:00:57.291,6.621166249835461,8.05288271686192,3.272475977359484,8.53814005528498
1718,00:00:57.324,6.108441928831557,7.134428063709359,3.1936290641042517,7.997268658681058
1719,00:00:57.357,6.611469439691105,7.817822824799263,3.4345794392523366,8.582006055021719
1720,00:00:57.391,6.357816682023606,7.884230617348954,3.0633473739634067,8.125872054758457
1721,00:00:57.424,7.11714053793164,9.141207055416611,3.3032117941292616,8.907002764249045
1722,00:00:57.457,5.973816418761793,7.401967882058708,3.057555614058181,7.461925760168487
1723,00:00:57.491,6.642325918125575,8.239403711991576,3.289258917993945,8.398315124391207
1724,00:00:57.524,6.138738975911544,7.21288008424378,3.185599578781098,8.017737264709753
1725,00:00:57.558,6.699322100829275,7.930169803869949,3.2942938001842834,8.873502698433592
1726,00:00:57.591,5.89000043876969,7.065288929840727,2.879031196524944,7.725681189943399
1727,00:00:57.624,6.994767671449257,8.527247597735949,3.302454916414374,9.154600500197446
1728,00:00:57.658,5.9672897196261685,7.65789127287087,2.7700078978544163,7.473969988153218
1729,00:00:57.691,5.453260058795138,6.447051467684612,2.7208108463867315,7.191917862314071
1730,00:00:57.724,5.586525382826554,6.733973937080426,2.724463604054232,7.301138607345004
1731,00:00:57.758,6.245535518406388,7.416085296827696,2.995985257338423,8.324536001053048
1732,00:00:57.791,6.258939932429468,7.876925102013953,2.9942082400947743,7.905686455179676
1733,00:00:57.824,7.325698740730991,9.013557983414506,3.6603264446492036,9.303211794129261
1734,00:00:57.858,6.5973959018910975,7.610866131367645,3.69089772278531,8.490423851520337
1735,00:00:57.891,6.8230003071387815,7.8370080294853235,3.827991312360142,8.804001579570883
1736,00:00:57.925,6.686290641042517,7.505034882190338,3.8305252073186784,8.723311833618533
1737,00:00:57.958,7.660534860251854,8.73446755298144,4.137093589574832,10.11004343819929
1738,00:00:57.991,6.580810407617041,7.391766486771094,3.6652955113860735,8.685369224693957
